w1,w2,w3,d1,d2,d3,scenario_number
10.0,18.0,39.0,77,133,280,5824
10.0,18.0,40.0,77,133,287,5825
10.0,18.0,41.0,77,133,294,5826
10.0,18.0,42.0,77,133,301,5827
10.0,18.0,43.0,77,133,308,5828
10.0,18.0,44.0,77,133,315,5829
10.0,18.0,45.0,77,133,322,5830
10.0,18.0,46.0,77,133,329,5831
10.0,18.0,47.0,77,133,336,5832
10.0,18.0,48.0,77,133,343,5833
10.0,18.0,49.0,77,133,350,5834
10.0,18.0,50.0,77,133,357,5835
10.0,18.0,51.0,77,133,364,5836
10.0,19.0,25.0,77,140,182,5837
10.0,19.0,26.0,77,140,189,5838
10.0,19.0,27.0,77,140,196,5839
10.0,19.0,28.0,77,140,203,5840
10.0,19.0,29.0,77,140,210,5841
10.0,19.0,30.0,77,140,217,5842
10.0,19.0,31.0,77,140,224,5843
10.0,19.0,32.0,77,140,231,5844
10.0,19.0,33.0,77,140,238,5845
10.0,19.0,34.0,77,140,245,5846
10.0,19.0,35.0,77,140,252,5847
10.0,19.0,36.0,77,140,259,5848
10.0,19.0,37.0,77,140,266,5849
10.0,19.0,38.0,77,140,273,5850
10.0,19.0,39.0,77,140,280,5851
10.0,19.0,40.0,77,140,287,5852
10.0,19.0,41.0,77,140,294,5853
10.0,19.0,42.0,77,140,301,5854
10.0,19.0,43.0,77,140,308,5855
10.0,19.0,44.0,77,140,315,5856
10.0,19.0,45.0,77,140,322,5857
10.0,19.0,46.0,77,140,329,5858
10.0,19.0,47.0,77,140,336,5859
10.0,19.0,48.0,77,140,343,5860
10.0,19.0,49.0,77,140,350,5861
10.0,19.0,50.0,77,140,357,5862
10.0,19.0,51.0,77,140,364,5863
10.0,20.0,26.0,77,147,189,5864
10.0,20.0,27.0,77,147,196,5865
10.0,20.0,28.0,77,147,203,5866
10.0,20.0,29.0,77,147,210,5867
10.0,20.0,30.0,77,147,217,5868
10.0,20.0,31.0,77,147,224,5869
10.0,20.0,32.0,77,147,231,5870
10.0,20.0,33.0,77,147,238,5871
10.0,20.0,34.0,77,147,245,5872
10.0,20.0,35.0,77,147,252,5873
10.0,20.0,36.0,77,147,259,5874
10.0,20.0,37.0,77,147,266,5875
10.0,20.0,38.0,77,147,273,5876
10.0,20.0,39.0,77,147,280,5877
10.0,20.0,40.0,77,147,287,5878
10.0,20.0,41.0,77,147,294,5879
10.0,20.0,42.0,77,147,301,5880
10.0,20.0,43.0,77,147,308,5881
10.0,20.0,44.0,77,147,315,5882
10.0,20.0,45.0,77,147,322,5883
10.0,20.0,46.0,77,147,329,5884
10.0,20.0,47.0,77,147,336,5885
10.0,20.0,48.0,77,147,343,5886
10.0,20.0,49.0,77,147,350,5887
10.0,20.0,50.0,77,147,357,5888
10.0,20.0,51.0,77,147,364,5889
10.0,21.0,27.0,77,154,196,5890
10.0,21.0,28.0,77,154,203,5891
10.0,21.0,29.0,77,154,210,5892
10.0,21.0,30.0,77,154,217,5893
10.0,21.0,31.0,77,154,224,5894
10.0,21.0,32.0,77,154,231,5895
10.0,21.0,33.0,77,154,238,5896
10.0,21.0,34.0,77,154,245,5897
10.0,21.0,35.0,77,154,252,5898
10.0,21.0,36.0,77,154,259,5899
10.0,21.0,37.0,77,154,266,5900
10.0,21.0,38.0,77,154,273,5901
10.0,21.0,39.0,77,154,280,5902
10.0,21.0,40.0,77,154,287,5903
10.0,21.0,41.0,77,154,294,5904
10.0,21.0,42.0,77,154,301,5905
10.0,21.0,43.0,77,154,308,5906
10.0,21.0,44.0,77,154,315,5907
10.0,21.0,45.0,77,154,322,5908
10.0,21.0,46.0,77,154,329,5909
10.0,21.0,47.0,77,154,336,5910
10.0,21.0,48.0,77,154,343,5911
10.0,21.0,49.0,77,154,350,5912
10.0,21.0,50.0,77,154,357,5913
10.0,21.0,51.0,77,154,364,5914
10.0,22.0,28.0,77,161,203,5915
10.0,22.0,29.0,77,161,210,5916
10.0,22.0,30.0,77,161,217,5917
10.0,22.0,31.0,77,161,224,5918
10.0,22.0,32.0,77,161,231,5919
10.0,22.0,33.0,77,161,238,5920
10.0,22.0,34.0,77,161,245,5921
10.0,22.0,35.0,77,161,252,5922
10.0,22.0,36.0,77,161,259,5923
10.0,22.0,37.0,77,161,266,5924
10.0,22.0,38.0,77,161,273,5925
10.0,22.0,39.0,77,161,280,5926
10.0,22.0,40.0,77,161,287,5927
10.0,22.0,41.0,77,161,294,5928
10.0,22.0,42.0,77,161,301,5929
10.0,22.0,43.0,77,161,308,5930
10.0,22.0,44.0,77,161,315,5931
10.0,22.0,45.0,77,161,322,5932
10.0,22.0,46.0,77,161,329,5933
10.0,22.0,47.0,77,161,336,5934
10.0,22.0,48.0,77,161,343,5935
10.0,22.0,49.0,77,161,350,5936
10.0,22.0,50.0,77,161,357,5937
10.0,22.0,51.0,77,161,364,5938
10.0,23.0,29.0,77,168,210,5939
10.0,23.0,30.0,77,168,217,5940
10.0,23.0,31.0,77,168,224,5941
10.0,23.0,32.0,77,168,231,5942
10.0,23.0,33.0,77,168,238,5943
10.0,23.0,34.0,77,168,245,5944
10.0,23.0,35.0,77,168,252,5945
10.0,23.0,36.0,77,168,259,5946
10.0,23.0,37.0,77,168,266,5947
10.0,23.0,38.0,77,168,273,5948
10.0,23.0,39.0,77,168,280,5949
10.0,23.0,40.0,77,168,287,5950
10.0,23.0,41.0,77,168,294,5951
10.0,23.0,42.0,77,168,301,5952
10.0,23.0,43.0,77,168,308,5953
10.0,23.0,44.0,77,168,315,5954
10.0,23.0,45.0,77,168,322,5955
10.0,23.0,46.0,77,168,329,5956
10.0,23.0,47.0,77,168,336,5957
10.0,23.0,48.0,77,168,343,5958
10.0,23.0,49.0,77,168,350,5959
10.0,23.0,50.0,77,168,357,5960
10.0,23.0,51.0,77,168,364,5961
10.0,24.0,30.0,77,175,217,5962
10.0,24.0,31.0,77,175,224,5963
10.0,24.0,32.0,77,175,231,5964
10.0,24.0,33.0,77,175,238,5965
10.0,24.0,34.0,77,175,245,5966
10.0,24.0,35.0,77,175,252,5967
10.0,24.0,36.0,77,175,259,5968
10.0,24.0,37.0,77,175,266,5969
10.0,24.0,38.0,77,175,273,5970
10.0,24.0,39.0,77,175,280,5971
10.0,24.0,40.0,77,175,287,5972
10.0,24.0,41.0,77,175,294,5973
10.0,24.0,42.0,77,175,301,5974
10.0,24.0,43.0,77,175,308,5975
10.0,24.0,44.0,77,175,315,5976
10.0,24.0,45.0,77,175,322,5977
10.0,24.0,46.0,77,175,329,5978
10.0,24.0,47.0,77,175,336,5979
10.0,24.0,48.0,77,175,343,5980
10.0,24.0,49.0,77,175,350,5981
10.0,24.0,50.0,77,175,357,5982
10.0,24.0,51.0,77,175,364,5983
10.0,25.0,31.0,77,182,224,5984
10.0,25.0,32.0,77,182,231,5985
10.0,25.0,33.0,77,182,238,5986
10.0,25.0,34.0,77,182,245,5987
10.0,25.0,35.0,77,182,252,5988
10.0,25.0,36.0,77,182,259,5989
10.0,25.0,37.0,77,182,266,5990
10.0,25.0,38.0,77,182,273,5991
10.0,25.0,39.0,77,182,280,5992
10.0,25.0,40.0,77,182,287,5993
10.0,25.0,41.0,77,182,294,5994
10.0,25.0,42.0,77,182,301,5995
10.0,25.0,43.0,77,182,308,5996
10.0,25.0,44.0,77,182,315,5997
10.0,25.0,45.0,77,182,322,5998
10.0,25.0,46.0,77,182,329,5999
10.0,25.0,47.0,77,182,336,6000
10.0,25.0,48.0,77,182,343,6001
10.0,25.0,49.0,77,182,350,6002
10.0,25.0,50.0,77,182,357,6003
10.0,25.0,51.0,77,182,364,6004
10.0,26.0,32.0,77,189,231,6005
10.0,26.0,33.0,77,189,238,6006
10.0,26.0,34.0,77,189,245,6007
10.0,26.0,35.0,77,189,252,6008
10.0,26.0,36.0,77,189,259,6009
10.0,26.0,37.0,77,189,266,6010
10.0,26.0,38.0,77,189,273,6011
10.0,26.0,39.0,77,189,280,6012
10.0,26.0,40.0,77,189,287,6013
10.0,26.0,41.0,77,189,294,6014
10.0,26.0,42.0,77,189,301,6015
10.0,26.0,43.0,77,189,308,6016
10.0,26.0,44.0,77,189,315,6017
10.0,26.0,45.0,77,189,322,6018
10.0,26.0,46.0,77,189,329,6019
10.0,26.0,47.0,77,189,336,6020
10.0,26.0,48.0,77,189,343,6021
10.0,26.0,49.0,77,189,350,6022
10.0,26.0,50.0,77,189,357,6023
10.0,26.0,51.0,77,189,364,6024
10.0,27.0,33.0,77,196,238,6025
10.0,27.0,34.0,77,196,245,6026
10.0,27.0,35.0,77,196,252,6027
10.0,27.0,36.0,77,196,259,6028
10.0,27.0,37.0,77,196,266,6029
10.0,27.0,38.0,77,196,273,6030
10.0,27.0,39.0,77,196,280,6031
10.0,27.0,40.0,77,196,287,6032
10.0,27.0,41.0,77,196,294,6033
10.0,27.0,42.0,77,196,301,6034
10.0,27.0,43.0,77,196,308,6035
10.0,27.0,44.0,77,196,315,6036
10.0,27.0,45.0,77,196,322,6037
10.0,27.0,46.0,77,196,329,6038
10.0,27.0,47.0,77,196,336,6039
10.0,27.0,48.0,77,196,343,6040
10.0,27.0,49.0,77,196,350,6041
10.0,27.0,50.0,77,196,357,6042
10.0,27.0,51.0,77,196,364,6043
10.0,28.0,34.0,77,203,245,6044
10.0,28.0,35.0,77,203,252,6045
10.0,28.0,36.0,77,203,259,6046
10.0,28.0,37.0,77,203,266,6047
10.0,28.0,38.0,77,203,273,6048
10.0,28.0,39.0,77,203,280,6049
10.0,28.0,40.0,77,203,287,6050
10.0,28.0,41.0,77,203,294,6051
10.0,28.0,42.0,77,203,301,6052
10.0,28.0,43.0,77,203,308,6053
10.0,28.0,44.0,77,203,315,6054
10.0,28.0,45.0,77,203,322,6055
10.0,28.0,46.0,77,203,329,6056
10.0,28.0,47.0,77,203,336,6057
10.0,28.0,48.0,77,203,343,6058
10.0,28.0,49.0,77,203,350,6059
10.0,28.0,50.0,77,203,357,6060
10.0,28.0,51.0,77,203,364,6061
10.0,29.0,35.0,77,210,252,6062
10.0,29.0,36.0,77,210,259,6063
10.0,29.0,37.0,77,210,266,6064
10.0,29.0,38.0,77,210,273,6065
10.0,29.0,39.0,77,210,280,6066
10.0,29.0,40.0,77,210,287,6067
10.0,29.0,41.0,77,210,294,6068
10.0,29.0,42.0,77,210,301,6069
10.0,29.0,43.0,77,210,308,6070
10.0,29.0,44.0,77,210,315,6071
10.0,29.0,45.0,77,210,322,6072
10.0,29.0,46.0,77,210,329,6073
10.0,29.0,47.0,77,210,336,6074
10.0,29.0,48.0,77,210,343,6075
10.0,29.0,49.0,77,210,350,6076
10.0,29.0,50.0,77,210,357,6077
10.0,29.0,51.0,77,210,364,6078
10.0,30.0,36.0,77,217,259,6079
10.0,30.0,37.0,77,217,266,6080
10.0,30.0,38.0,77,217,273,6081
10.0,30.0,39.0,77,217,280,6082
10.0,30.0,40.0,77,217,287,6083
10.0,30.0,41.0,77,217,294,6084
10.0,30.0,42.0,77,217,301,6085
10.0,30.0,43.0,77,217,308,6086
10.0,30.0,44.0,77,217,315,6087
10.0,30.0,45.0,77,217,322,6088
10.0,30.0,46.0,77,217,329,6089
10.0,30.0,47.0,77,217,336,6090
10.0,30.0,48.0,77,217,343,6091
10.0,30.0,49.0,77,217,350,6092
10.0,30.0,50.0,77,217,357,6093
10.0,30.0,51.0,77,217,364,6094
10.0,31.0,37.0,77,224,266,6095
10.0,31.0,38.0,77,224,273,6096
10.0,31.0,39.0,77,224,280,6097
10.0,31.0,40.0,77,224,287,6098
10.0,31.0,41.0,77,224,294,6099
10.0,31.0,42.0,77,224,301,6100
10.0,31.0,43.0,77,224,308,6101
10.0,31.0,44.0,77,224,315,6102
10.0,31.0,45.0,77,224,322,6103
10.0,31.0,46.0,77,224,329,6104
10.0,31.0,47.0,77,224,336,6105
10.0,31.0,48.0,77,224,343,6106
10.0,31.0,49.0,77,224,350,6107
10.0,31.0,50.0,77,224,357,6108
10.0,31.0,51.0,77,224,364,6109
10.0,32.0,38.0,77,231,273,6110
10.0,32.0,39.0,77,231,280,6111
10.0,32.0,40.0,77,231,287,6112
10.0,32.0,41.0,77,231,294,6113
10.0,32.0,42.0,77,231,301,6114
10.0,32.0,43.0,77,231,308,6115
10.0,32.0,44.0,77,231,315,6116
10.0,32.0,45.0,77,231,322,6117
10.0,32.0,46.0,77,231,329,6118
10.0,32.0,47.0,77,231,336,6119
10.0,32.0,48.0,77,231,343,6120
10.0,32.0,49.0,77,231,350,6121
10.0,32.0,50.0,77,231,357,6122
10.0,32.0,51.0,77,231,364,6123
10.0,33.0,39.0,77,238,280,6124
10.0,33.0,40.0,77,238,287,6125
10.0,33.0,41.0,77,238,294,6126
10.0,33.0,42.0,77,238,301,6127
10.0,33.0,43.0,77,238,308,6128
10.0,33.0,44.0,77,238,315,6129
10.0,33.0,45.0,77,238,322,6130
10.0,33.0,46.0,77,238,329,6131
10.0,33.0,47.0,77,238,336,6132
10.0,33.0,48.0,77,238,343,6133
10.0,33.0,49.0,77,238,350,6134
10.0,33.0,50.0,77,238,357,6135
10.0,33.0,51.0,77,238,364,6136
10.0,34.0,40.0,77,245,287,6137
10.0,34.0,41.0,77,245,294,6138
10.0,34.0,42.0,77,245,301,6139
10.0,34.0,43.0,77,245,308,6140
10.0,34.0,44.0,77,245,315,6141
10.0,34.0,45.0,77,245,322,6142
10.0,34.0,46.0,77,245,329,6143
10.0,34.0,47.0,77,245,336,6144
10.0,34.0,48.0,77,245,343,6145
10.0,34.0,49.0,77,245,350,6146
10.0,34.0,50.0,77,245,357,6147
10.0,34.0,51.0,77,245,364,6148
10.0,35.0,41.0,77,252,294,6149
10.0,35.0,42.0,77,252,301,6150
10.0,35.0,43.0,77,252,308,6151
10.0,35.0,44.0,77,252,315,6152
10.0,35.0,45.0,77,252,322,6153
10.0,35.0,46.0,77,252,329,6154
10.0,35.0,47.0,77,252,336,6155
10.0,35.0,48.0,77,252,343,6156
10.0,35.0,49.0,77,252,350,6157
10.0,35.0,50.0,77,252,357,6158
10.0,35.0,51.0,77,252,364,6159
10.0,36.0,42.0,77,259,301,6160
10.0,36.0,43.0,77,259,308,6161
10.0,36.0,44.0,77,259,315,6162
10.0,36.0,45.0,77,259,322,6163
10.0,36.0,46.0,77,259,329,6164
10.0,36.0,47.0,77,259,336,6165
10.0,36.0,48.0,77,259,343,6166
10.0,36.0,49.0,77,259,350,6167
10.0,36.0,50.0,77,259,357,6168
10.0,36.0,51.0,77,259,364,6169
10.0,37.0,43.0,77,266,308,6170
10.0,37.0,44.0,77,266,315,6171
10.0,37.0,45.0,77,266,322,6172
10.0,37.0,46.0,77,266,329,6173
10.0,37.0,47.0,77,266,336,6174
10.0,37.0,48.0,77,266,343,6175
10.0,37.0,49.0,77,266,350,6176
10.0,37.0,50.0,77,266,357,6177
10.0,37.0,51.0,77,266,364,6178
10.0,38.0,44.0,77,273,315,6179
10.0,38.0,45.0,77,273,322,6180
10.0,38.0,46.0,77,273,329,6181
10.0,38.0,47.0,77,273,336,6182
10.0,38.0,48.0,77,273,343,6183
10.0,38.0,49.0,77,273,350,6184
10.0,38.0,50.0,77,273,357,6185
10.0,38.0,51.0,77,273,364,6186
10.0,39.0,45.0,77,280,322,6187
10.0,39.0,46.0,77,280,329,6188
10.0,39.0,47.0,77,280,336,6189
10.0,39.0,48.0,77,280,343,6190
10.0,39.0,49.0,77,280,350,6191
10.0,39.0,50.0,77,280,357,6192
10.0,39.0,51.0,77,280,364,6193
10.0,40.0,46.0,77,287,329,6194
10.0,40.0,47.0,77,287,336,6195
10.0,40.0,48.0,77,287,343,6196
10.0,40.0,49.0,77,287,350,6197
10.0,40.0,50.0,77,287,357,6198
10.0,40.0,51.0,77,287,364,6199
10.0,41.0,47.0,77,294,336,6200
10.0,41.0,48.0,77,294,343,6201
10.0,41.0,49.0,77,294,350,6202
10.0,41.0,50.0,77,294,357,6203
10.0,41.0,51.0,77,294,364,6204
10.0,42.0,48.0,77,301,343,6205
10.0,42.0,49.0,77,301,350,6206
10.0,42.0,50.0,77,301,357,6207
10.0,42.0,51.0,77,301,364,6208
10.0,43.0,49.0,77,308,350,6209
10.0,43.0,50.0,77,308,357,6210
10.0,43.0,51.0,77,308,364,6211
10.0,44.0,50.0,77,315,357,6212
10.0,44.0,51.0,77,315,364,6213
10.0,45.0,51.0,77,322,364,6214
11.0,17.0,23.0,84,126,168,6215
11.0,17.0,24.0,84,126,175,6216
11.0,17.0,25.0,84,126,182,6217
11.0,17.0,26.0,84,126,189,6218
11.0,17.0,27.0,84,126,196,6219
11.0,17.0,28.0,84,126,203,6220
11.0,17.0,29.0,84,126,210,6221
11.0,17.0,30.0,84,126,217,6222
11.0,17.0,31.0,84,126,224,6223
11.0,17.0,32.0,84,126,231,6224
11.0,17.0,33.0,84,126,238,6225
11.0,17.0,34.0,84,126,245,6226
11.0,17.0,35.0,84,126,252,6227
11.0,17.0,36.0,84,126,259,6228
11.0,17.0,37.0,84,126,266,6229
11.0,17.0,38.0,84,126,273,6230
11.0,17.0,39.0,84,126,280,6231
11.0,17.0,40.0,84,126,287,6232
11.0,17.0,41.0,84,126,294,6233
11.0,17.0,42.0,84,126,301,6234
11.0,17.0,43.0,84,126,308,6235
11.0,17.0,44.0,84,126,315,6236
11.0,17.0,45.0,84,126,322,6237
11.0,17.0,46.0,84,126,329,6238
11.0,17.0,47.0,84,126,336,6239
11.0,17.0,48.0,84,126,343,6240
11.0,17.0,49.0,84,126,350,6241
11.0,17.0,50.0,84,126,357,6242
11.0,17.0,51.0,84,126,364,6243
11.0,18.0,24.0,84,133,175,6244
11.0,18.0,25.0,84,133,182,6245
11.0,18.0,26.0,84,133,189,6246
11.0,18.0,27.0,84,133,196,6247
11.0,18.0,28.0,84,133,203,6248
11.0,18.0,29.0,84,133,210,6249
11.0,18.0,30.0,84,133,217,6250
11.0,18.0,31.0,84,133,224,6251
11.0,18.0,32.0,84,133,231,6252
11.0,18.0,33.0,84,133,238,6253
11.0,18.0,34.0,84,133,245,6254
11.0,18.0,35.0,84,133,252,6255
11.0,18.0,36.0,84,133,259,6256
11.0,18.0,37.0,84,133,266,6257
11.0,18.0,38.0,84,133,273,6258
11.0,18.0,39.0,84,133,280,6259
11.0,18.0,40.0,84,133,287,6260
11.0,18.0,41.0,84,133,294,6261
11.0,18.0,42.0,84,133,301,6262
11.0,18.0,43.0,84,133,308,6263
11.0,18.0,44.0,84,133,315,6264
11.0,18.0,45.0,84,133,322,6265
11.0,18.0,46.0,84,133,329,6266
11.0,18.0,47.0,84,133,336,6267
11.0,18.0,48.0,84,133,343,6268
11.0,18.0,49.0,84,133,350,6269
11.0,18.0,50.0,84,133,357,6270
11.0,18.0,51.0,84,133,364,6271
11.0,19.0,25.0,84,140,182,6272
11.0,19.0,26.0,84,140,189,6273
11.0,19.0,27.0,84,140,196,6274
11.0,19.0,28.0,84,140,203,6275
11.0,19.0,29.0,84,140,210,6276
11.0,19.0,30.0,84,140,217,6277
11.0,19.0,31.0,84,140,224,6278
11.0,19.0,32.0,84,140,231,6279
11.0,19.0,33.0,84,140,238,6280
11.0,19.0,34.0,84,140,245,6281
11.0,19.0,35.0,84,140,252,6282
11.0,19.0,36.0,84,140,259,6283
11.0,19.0,37.0,84,140,266,6284
11.0,19.0,38.0,84,140,273,6285
11.0,19.0,39.0,84,140,280,6286
11.0,19.0,40.0,84,140,287,6287
11.0,19.0,41.0,84,140,294,6288
11.0,19.0,42.0,84,140,301,6289
11.0,19.0,43.0,84,140,308,6290
11.0,19.0,44.0,84,140,315,6291
11.0,19.0,45.0,84,140,322,6292
11.0,19.0,46.0,84,140,329,6293
11.0,19.0,47.0,84,140,336,6294
11.0,19.0,48.0,84,140,343,6295
11.0,19.0,49.0,84,140,350,6296
11.0,19.0,50.0,84,140,357,6297
11.0,19.0,51.0,84,140,364,6298
11.0,20.0,26.0,84,147,189,6299
11.0,20.0,27.0,84,147,196,6300
11.0,20.0,28.0,84,147,203,6301
11.0,20.0,29.0,84,147,210,6302
11.0,20.0,30.0,84,147,217,6303
11.0,20.0,31.0,84,147,224,6304
11.0,20.0,32.0,84,147,231,6305
11.0,20.0,33.0,84,147,238,6306
11.0,20.0,34.0,84,147,245,6307
11.0,20.0,35.0,84,147,252,6308
11.0,20.0,36.0,84,147,259,6309
11.0,20.0,37.0,84,147,266,6310
11.0,20.0,38.0,84,147,273,6311
11.0,20.0,39.0,84,147,280,6312
11.0,20.0,40.0,84,147,287,6313
11.0,20.0,41.0,84,147,294,6314
11.0,20.0,42.0,84,147,301,6315
11.0,20.0,43.0,84,147,308,6316
11.0,20.0,44.0,84,147,315,6317
11.0,20.0,45.0,84,147,322,6318
11.0,20.0,46.0,84,147,329,6319
11.0,20.0,47.0,84,147,336,6320
11.0,20.0,48.0,84,147,343,6321
11.0,20.0,49.0,84,147,350,6322
11.0,20.0,50.0,84,147,357,6323
11.0,20.0,51.0,84,147,364,6324
11.0,21.0,27.0,84,154,196,6325
11.0,21.0,28.0,84,154,203,6326
11.0,21.0,29.0,84,154,210,6327
11.0,21.0,30.0,84,154,217,6328
11.0,21.0,31.0,84,154,224,6329
11.0,21.0,32.0,84,154,231,6330
11.0,21.0,33.0,84,154,238,6331
11.0,21.0,34.0,84,154,245,6332
11.0,21.0,35.0,84,154,252,6333
11.0,21.0,36.0,84,154,259,6334
11.0,21.0,37.0,84,154,266,6335
11.0,21.0,38.0,84,154,273,6336
11.0,21.0,39.0,84,154,280,6337
11.0,21.0,40.0,84,154,287,6338
11.0,21.0,41.0,84,154,294,6339
11.0,21.0,42.0,84,154,301,6340
11.0,21.0,43.0,84,154,308,6341
11.0,21.0,44.0,84,154,315,6342
11.0,21.0,45.0,84,154,322,6343
11.0,21.0,46.0,84,154,329,6344
11.0,21.0,47.0,84,154,336,6345
11.0,21.0,48.0,84,154,343,6346
11.0,21.0,49.0,84,154,350,6347
11.0,21.0,50.0,84,154,357,6348
11.0,21.0,51.0,84,154,364,6349
11.0,22.0,28.0,84,161,203,6350
11.0,22.0,29.0,84,161,210,6351
11.0,22.0,30.0,84,161,217,6352
11.0,22.0,31.0,84,161,224,6353
11.0,22.0,32.0,84,161,231,6354
11.0,22.0,33.0,84,161,238,6355
11.0,22.0,34.0,84,161,245,6356
11.0,22.0,35.0,84,161,252,6357
11.0,22.0,36.0,84,161,259,6358
11.0,22.0,37.0,84,161,266,6359
11.0,22.0,38.0,84,161,273,6360
11.0,22.0,39.0,84,161,280,6361
11.0,22.0,40.0,84,161,287,6362
11.0,22.0,41.0,84,161,294,6363
11.0,22.0,42.0,84,161,301,6364
11.0,22.0,43.0,84,161,308,6365
11.0,22.0,44.0,84,161,315,6366
11.0,22.0,45.0,84,161,322,6367
11.0,22.0,46.0,84,161,329,6368
11.0,22.0,47.0,84,161,336,6369
11.0,22.0,48.0,84,161,343,6370
11.0,22.0,49.0,84,161,350,6371
11.0,22.0,50.0,84,161,357,6372
11.0,22.0,51.0,84,161,364,6373
11.0,23.0,29.0,84,168,210,6374
11.0,23.0,30.0,84,168,217,6375
11.0,23.0,31.0,84,168,224,6376
11.0,23.0,32.0,84,168,231,6377
11.0,23.0,33.0,84,168,238,6378
11.0,23.0,34.0,84,168,245,6379
11.0,23.0,35.0,84,168,252,6380
11.0,23.0,36.0,84,168,259,6381
11.0,23.0,37.0,84,168,266,6382
11.0,23.0,38.0,84,168,273,6383
11.0,23.0,39.0,84,168,280,6384
11.0,23.0,40.0,84,168,287,6385
11.0,23.0,41.0,84,168,294,6386
11.0,23.0,42.0,84,168,301,6387
11.0,23.0,43.0,84,168,308,6388
11.0,23.0,44.0,84,168,315,6389
11.0,23.0,45.0,84,168,322,6390
11.0,23.0,46.0,84,168,329,6391
11.0,23.0,47.0,84,168,336,6392
11.0,23.0,48.0,84,168,343,6393
11.0,23.0,49.0,84,168,350,6394
11.0,23.0,50.0,84,168,357,6395
11.0,23.0,51.0,84,168,364,6396
11.0,24.0,30.0,84,175,217,6397
11.0,24.0,31.0,84,175,224,6398
11.0,24.0,32.0,84,175,231,6399
11.0,24.0,33.0,84,175,238,6400
11.0,24.0,34.0,84,175,245,6401
11.0,24.0,35.0,84,175,252,6402
11.0,24.0,36.0,84,175,259,6403
11.0,24.0,37.0,84,175,266,6404
11.0,24.0,38.0,84,175,273,6405
11.0,24.0,39.0,84,175,280,6406
11.0,24.0,40.0,84,175,287,6407
11.0,24.0,41.0,84,175,294,6408
11.0,24.0,42.0,84,175,301,6409
11.0,24.0,43.0,84,175,308,6410
11.0,24.0,44.0,84,175,315,6411
11.0,24.0,45.0,84,175,322,6412
11.0,24.0,46.0,84,175,329,6413
11.0,24.0,47.0,84,175,336,6414
11.0,24.0,48.0,84,175,343,6415
11.0,24.0,49.0,84,175,350,6416
11.0,24.0,50.0,84,175,357,6417
11.0,24.0,51.0,84,175,364,6418
11.0,25.0,31.0,84,182,224,6419
11.0,25.0,32.0,84,182,231,6420
11.0,25.0,33.0,84,182,238,6421
11.0,25.0,34.0,84,182,245,6422
11.0,25.0,35.0,84,182,252,6423
11.0,25.0,36.0,84,182,259,6424
11.0,25.0,37.0,84,182,266,6425
11.0,25.0,38.0,84,182,273,6426
11.0,25.0,39.0,84,182,280,6427
11.0,25.0,40.0,84,182,287,6428
11.0,25.0,41.0,84,182,294,6429
11.0,25.0,42.0,84,182,301,6430
11.0,25.0,43.0,84,182,308,6431
11.0,25.0,44.0,84,182,315,6432
11.0,25.0,45.0,84,182,322,6433
11.0,25.0,46.0,84,182,329,6434
11.0,25.0,47.0,84,182,336,6435
11.0,25.0,48.0,84,182,343,6436
11.0,25.0,49.0,84,182,350,6437
11.0,25.0,50.0,84,182,357,6438
11.0,25.0,51.0,84,182,364,6439
11.0,26.0,32.0,84,189,231,6440
11.0,26.0,33.0,84,189,238,6441
11.0,26.0,34.0,84,189,245,6442
11.0,26.0,35.0,84,189,252,6443
11.0,26.0,36.0,84,189,259,6444
11.0,26.0,37.0,84,189,266,6445
11.0,26.0,38.0,84,189,273,6446
11.0,26.0,39.0,84,189,280,6447
11.0,26.0,40.0,84,189,287,6448
11.0,26.0,41.0,84,189,294,6449
11.0,26.0,42.0,84,189,301,6450
11.0,26.0,43.0,84,189,308,6451
11.0,26.0,44.0,84,189,315,6452
11.0,26.0,45.0,84,189,322,6453
11.0,26.0,46.0,84,189,329,6454
11.0,26.0,47.0,84,189,336,6455
11.0,26.0,48.0,84,189,343,6456
11.0,26.0,49.0,84,189,350,6457
11.0,26.0,50.0,84,189,357,6458
11.0,26.0,51.0,84,189,364,6459
11.0,27.0,33.0,84,196,238,6460
11.0,27.0,34.0,84,196,245,6461
11.0,27.0,35.0,84,196,252,6462
11.0,27.0,36.0,84,196,259,6463
11.0,27.0,37.0,84,196,266,6464
11.0,27.0,38.0,84,196,273,6465
11.0,27.0,39.0,84,196,280,6466
11.0,27.0,40.0,84,196,287,6467
11.0,27.0,41.0,84,196,294,6468
11.0,27.0,42.0,84,196,301,6469
11.0,27.0,43.0,84,196,308,6470
11.0,27.0,44.0,84,196,315,6471
11.0,27.0,45.0,84,196,322,6472
11.0,27.0,46.0,84,196,329,6473
11.0,27.0,47.0,84,196,336,6474
11.0,27.0,48.0,84,196,343,6475
11.0,27.0,49.0,84,196,350,6476
11.0,27.0,50.0,84,196,357,6477
11.0,27.0,51.0,84,196,364,6478
11.0,28.0,34.0,84,203,245,6479
11.0,28.0,35.0,84,203,252,6480
11.0,28.0,36.0,84,203,259,6481
11.0,28.0,37.0,84,203,266,6482
11.0,28.0,38.0,84,203,273,6483
11.0,28.0,39.0,84,203,280,6484
11.0,28.0,40.0,84,203,287,6485
11.0,28.0,41.0,84,203,294,6486
11.0,28.0,42.0,84,203,301,6487
11.0,28.0,43.0,84,203,308,6488
